,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154
2025-10-19,0.19115,0.47309999999999997,0.35525,0.22285,0.25832499999999997,0.21382500000000002,0.268575,0.22165,0.18367499999999998,0.195525,0.22344999999999998,0.17830000000000001,0.188675,0.15,0.1605,0.20902500000000002,0.17895,0.15965000000000001,0.2294,0.12685,0.22800000000000004,0.17310000000000003,0.1558,0.16575,0.2275,0.20350000000000001,0.21626666666666666,0.19690000000000002,0.19843333333333335,0.13374999999999998,0.664725,0.2515,0.19823333333333332,0.2163,0.3631,0.1724,0.13255,0.14215,0.6327,0.20120000000000002,0.5233,0.49305,0.6297999999999999,0.5305333333333334,0.127,0.6654,0.28513333333333335,0.6660666666666667,0.232,0.6092666666666666,0.20503333333333332,0.1827,0.157875,0.17994615384615384,0.2184,0.21914999999999998,0.23825,0.15705000000000002,0.2348,0.7626999999999999,0.41456666666666664,0.4217666666666667,0.2004,0.21166666666666667,0.12975,0.18263333333333334,0.1888,0.16516666666666666,0.185,0.2524666666666666,0.4538,0.20056666666666667,0.16695,0.15955000000000003,0.19433333333333333,0.15405,0.1834,0.19626666666666664,0.41385,0.14875,0.14946666666666666,0.2047,0.24635,0.5516,0.18386666666666668,0.22005,0.35960000000000003,0.19576666666666667,0.1461,0.2188,0.21028461538461538,0.5006333333333334,0.18972307692307694,0.37533333333333335,0.14526923076923076,0.35655000000000003,0.36573333333333335,0.19275,0.19770000000000001,0.251075,0.5585249999999999,0.46930000000000005,0.14446666666666666,0.1824,0.20537692307692307,0.3107846153846154,0.12005,0.28144615384615385,0.13245,0.17795,0.1985,0.265075,0.18514615384615385,0.2434,0.13219999999999998,0.15810000000000002,0.263625,0.09295384615384615,0.339025,0.2169,0.2875,0.21059999999999998,0.5473,0.25065000000000004,0.29135,0.18915,0.20795,0.19500769230769233,0.2931,0.3562,0.2338,0.5667,0.5606,0.20665,0.19715,0.1870923076923077,0.6097,0.17205,0.54445,0.2306521739130435,0.5493,0.19715,0.48385,0.17620000000000002,0.31215000000000004,0.6030615384615385,0.5223538461538462,0.16115,0.5829500000000001,0.3386692307692308,0.37222307692307693,0.29564999999999997,0.60425,0.2245
2025-10-21,0.21097,0.49326,0.39935000000000004,0.23110999999999998,0.268395,0.220695,0.26586499999999996,0.22419,0.18928499999999998,0.19999499999999998,0.22907,0.18982,0.195565,0.16544,0.18162,0.215135,0.18985,0.17439000000000002,0.25608,0.16766999999999999,0.23752,0.18002,0.16108,0.18529,0.23306,0.20418,0.22644,0.21558,0.21162,0.15800999999999998,0.693635,0.25822,0.2153,0.23098000000000002,0.37182000000000004,0.18875999999999998,0.15469,0.15673,0.6668999999999999,0.2114,0.5843,0.59339,0.6454,0.55684,0.14420000000000002,0.68832,0.28704,0.679,0.24052,0.6188,0.21742,0.19266,0.162885,0.1828076923076923,0.23968,0.23005,0.22966999999999999,0.17463,0.22648,0.77918,0.40366,0.4007,0.20867999999999998,0.22272000000000003,0.15009,0.18982,0.19752,0.17302,0.19044,0.26708,0.42428,0.20678,0.18229,0.16413,0.20068,0.17411,0.19544,0.21051999999999998,0.38467,0.16560999999999998,0.15583999999999998,0.21434,0.24505,0.50824,0.20144,0.23210999999999998,0.32308000000000003,0.2065,0.16326000000000002,0.22683999999999999,0.21013076923076923,0.55494,0.20375384615384615,0.35163999999999995,0.1659615384615385,0.34229,0.35772,0.20673000000000002,0.20938,0.258085,0.605475,0.4939,0.15283999999999998,0.18788,0.22114615384615385,0.3292307692307692,0.15331,0.2993076923076923,0.14931,0.19645,0.2029,0.267565,0.1972076923076923,0.26332,0.14867999999999998,0.17942,0.27421500000000004,0.1080923076923077,0.34757499999999997,0.22314,0.30074,0.21359999999999998,0.6034999999999999,0.28095000000000003,0.29564999999999997,0.21865,0.21337,0.2062846153846154,0.30974,0.30136,0.25504,0.63178,0.6188800000000001,0.21311,0.20349,0.19521538461538462,0.67254,0.18687,0.60279,0.2385913043478261,0.6087,0.21565,0.55663,0.18372000000000002,0.34713,0.631476923076923,0.5892923076923077,0.18261,0.63465,0.3339615384615385,0.3846538461538461,0.26866999999999996,0.61991,0.23286
2025-10-24,0.2407,0.5235,0.4655,0.2435,0.2835,0.231,0.2618,0.228,0.1977,0.2067,0.2375,0.2071,0.2059,0.1886,0.2133,0.2243,0.2062,0.1965,0.2961,0.2289,0.2518,0.1904,0.169,0.2146,0.2414,0.2052,0.2417,0.2436,0.2314,0.1944,0.737,0.2683,0.2409,0.253,0.3849,0.2133,0.1879,0.1786,0.7182,0.2267,0.6758,0.7439,0.6688,0.5963,0.17,0.7227,0.2899,0.6984,0.2533,0.6331,0.236,0.2076,0.1704,0.1871,0.2716,0.2464,0.2168,0.201,0.214,0.8039,0.3873,0.3691,0.2211,0.2393,0.1806,0.2006,0.2106,0.1848,0.1986,0.289,0.38,0.2161,0.2053,0.171,0.2102,0.2042,0.2135,0.2319,0.3409,0.1909,0.1654,0.2288,0.2431,0.4432,0.2278,0.2502,0.2683,0.2226,0.189,0.2389,0.2099,0.6364,0.2248,0.3161,0.197,0.3209,0.3457,0.2277,0.2269,0.2686,0.6759,0.5308,0.1654,0.1961,0.2448,0.3569,0.2032,0.3261,0.1746,0.2242,0.2095,0.2713,0.2153,0.2932,0.1734,0.2114,0.2901,0.1308,0.3604,0.2325,0.3206,0.2181,0.6878,0.3264,0.3021,0.2629,0.2215,0.2232,0.3347,0.2191,0.2869,0.7294,0.7063,0.2228,0.213,0.2074,0.7668,0.2091,0.6903,0.2505,0.6978,0.2434,0.6658,0.195,0.3996,0.6741,0.6897,0.2148,0.7122,0.3269,0.4033,0.2282,0.6434,0.2454
2025-10-29,0.1747,0.445,0.3033,0.1531,0.1863,0.1379,0.203,0.1612,0.1131,0.1179,0.1513,0.1254,0.1244,0.114,0.1409,0.1432,0.128,0.1309,0.2184,0.1289,0.1678,0.1083,0.0955,0.1368,0.1544,0.1556,0.1551,0.1568,0.1543,0.1102,0.7216,0.186,0.1422,0.1503,0.2915,0.1336,0.1145,0.16390000000000002,0.6968,0.1473,0.6525,0.7239,0.4992,0.5183,0.15436666666666668,0.6832,0.1729,0.6045,0.1602,0.5279,0.1581,0.1125,0.15439999999999998,0.17099999999999999,0.1698,0.2013,0.1267,0.1173,0.1953,0.6782666666666666,0.2633,0.2854,0.146,0.1549,0.1114,0.1294,0.1448,0.1079,0.0927,0.1896,0.2612,0.1232,0.19056666666666666,0.15593333333333334,0.1226,0.134,0.1258,0.1415,0.2638,0.1124,0.15106666666666665,0.137,0.1383,0.39289999999999997,0.1473,0.1979,0.2052,0.20613333333333334,0.1143,0.1631,0.19093333333333334,0.5949,0.20116666666666666,0.2957,0.1199,0.3726,0.3279,0.1371,0.1364,0.2198,0.6353,0.4645666666666667,0.15,0.111,0.29083333333333333,0.3445333333333333,0.1437,0.2314,0.101,0.1408,0.18806666666666666,0.26006666666666667,0.19446666666666665,0.1876,0.1202,0.1543,0.3629333333333334,-0.016,0.13504285714285713,0.23470000000000002,0.37833333333333335,0.1993,0.5641,0.32353333333333334,0.2024,0.3207,0.19966666666666666,0.22166666666666668,0.3327333333333333,0.20049999999999998,0.2617,0.7623333333333334,0.7418333333333333,0.20573333333333332,0.18473333333333333,0.1908,0.7490666666666667,0.19063333333333335,0.6293,0.22703333333333334,0.7222666666666666,0.22443333333333335,0.7001666666666666,0.18083333333333335,0.3784,0.6275333333333334,0.7189666666666666,0.20546666666666666,0.7598333333333334,0.3245,0.37466666666666665,0.21353333333333332,0.5942333333333333,0.2391
2025-10-31,0.17554,0.44402,0.30768,0.15722,0.19025999999999998,0.1397,0.20678000000000002,0.16418000000000002,0.11642000000000001,0.12198,0.15464,0.13054000000000002,0.12653999999999999,0.1212,0.1432,0.1461,0.13222,0.13269999999999998,0.22048,0.13226,0.16958,0.11176,0.09774000000000001,0.13998,0.15646000000000002,0.15936,0.1566,0.15768,0.15536,0.11706,0.71544,0.18362,0.14188,0.15394,0.30182,0.14046,0.12226000000000001,0.15802000000000002,0.68824,0.14851999999999999,0.6689999999999999,0.74336,0.46309999999999996,0.51032,0.14811333333333335,0.6674,0.17684,0.59396,0.16198,0.52,0.16535999999999998,0.1193,0.148,0.16455999999999998,0.17436000000000001,0.20484,0.13088,0.12124,0.18782000000000001,0.6280133333333333,0.26276,0.28794,0.1489,0.1583,0.11654,0.1328,0.14952000000000001,0.11308,0.10228000000000001,0.19691999999999998,0.26711999999999997,0.1265,0.18467333333333333,0.14990666666666666,0.12572,0.13872,0.14465999999999998,0.16906,0.2676,0.11628,0.14533333333333331,0.14256000000000002,0.14592,0.37278,0.17603999999999997,0.20268,0.20854,0.19954666666666665,0.11928,0.20063999999999999,0.18334666666666666,0.61272,0.19171333333333335,0.28754,0.12376000000000001,0.35231999999999997,0.32078,0.14224,0.17102,0.25544,0.65684,0.43807333333333337,0.14384,0.1443,0.30924666666666667,0.33958666666666665,0.14202,0.21736,0.10706,0.1674,0.17949333333333334,0.2555733333333333,0.18613333333333332,0.19313999999999998,0.12314,0.16563999999999998,0.3920666666666667,0.0103,0.0449,0.23558,0.40142666666666665,0.19178,0.6067400000000001,0.3223866666666667,0.21304,0.35124,0.19093333333333334,0.22105333333333332,0.33194666666666667,0.19305999999999998,0.25162,0.7755066666666667,0.7560466666666666,0.19890666666666668,0.17342666666666667,0.18416,0.7419733333333334,0.18324666666666667,0.66506,0.21764666666666668,0.7320533333333333,0.21684666666666666,0.7139133333333333,0.17516666666666666,0.36992,0.6089066666666667,0.7306733333333333,0.20173333333333332,0.7788866666666667,0.32354,0.36321333333333333,0.20766666666666667,0.5745666666666667,0.23658
2025-11-08,0.1789,0.4401,0.3252,0.1737,0.2061,0.1469,0.2219,0.1761,0.1297,0.1383,0.168,0.1511,0.1351,0.15,0.1524,0.1577,0.1491,0.1399,0.2288,0.1457,0.1767,0.1256,0.1067,0.1527,0.1647,0.1744,0.1626,0.1612,0.1596,0.1445,0.6908,0.1741,0.1406,0.1685,0.3431,0.1679,0.1533,0.1345,0.654,0.1534,0.735,0.8212,0.3187,0.4784,0.1231,0.6042,0.1926,0.5518,0.1691,0.4884,0.1944,0.1465,0.1224,0.1388,0.1926,0.219,0.1476,0.137,0.1579,0.427,0.2606,0.2981,0.1605,0.1719,0.1371,0.1464,0.1684,0.1338,0.1406,0.2262,0.2908,0.1397,0.1611,0.1258,0.1382,0.1576,0.2201,0.2793,0.2828,0.1318,0.1224,0.1648,0.1764,0.2923,0.291,0.2218,0.2219,0.1732,0.1392,0.3508,0.153,0.684,0.1539,0.2549,0.1392,0.2712,0.2923,0.1628,0.3095,0.398,0.743,0.3321,0.1192,0.2775,0.3829,0.3198,0.1353,0.1612,0.1313,0.2738,0.1452,0.2376,0.1528,0.2153,0.1349,0.211,0.5086,0.1155,0.3058,0.2391,0.4938,0.1617,0.7773,0.3178,0.2556,0.4734,0.156,0.2186,0.3288,0.1633,0.2113,0.8282,0.8129,0.1716,0.1282,0.1576,0.7136,0.1537,0.8081,0.1801,0.7712,0.1865,0.7689,0.1525,0.336,0.5344,0.7775,0.1868,0.8551,0.3197,0.3174,0.1842,0.4959,0.2265
2025-11-10,0.1844,0.4495,0.3311,0.1756,0.2086,0.1458,0.2233,0.184,0.1265,0.1359,0.1704,0.1452,0.1385,0.1535,0.1551,0.1587,0.1541,0.1409,0.2255,0.1411,0.1816,0.1245,0.107,0.1561,0.166,0.1795,0.1608,0.1609,0.1636,0.148,0.7043,0.1666,0.1343,0.1646,0.3503,0.168,0.1758,0.1361,0.6471,0.1566,0.7408,0.824,0.3172,0.4817,0.128,0.619,0.1842,0.5348,0.1663,0.4774,0.1998,0.1489,0.1257,0.1444,0.1895,0.2235,0.1471,0.1401,0.1602,0.4115,0.2612,0.3016,0.1636,0.1747,0.1513,0.1436,0.1657,0.1341,0.1408,0.2279,0.2897,0.1424,0.1625,0.125,0.1371,0.1652,0.2387,0.2954,0.2858,0.1311,0.1217,0.1607,0.1781,0.2912,0.3105,0.2246,0.2278,0.1759,0.138,0.3682,0.1534,0.6833,0.1515,0.2567,0.1381,0.2751,0.2999,0.1625,0.3302,0.4319,0.745,0.3245,0.1262,0.297,0.4057,0.3237,0.1299,0.1562,0.1217,0.303,0.1426,0.2357,0.1528,0.2311,0.1503,0.244,0.5454,0.1164,0.3012,0.2672,0.5258,0.1608,0.7803,0.324,0.2634,0.4945,0.1603,0.2525,0.331,0.1632,0.2083,0.8315,0.8184,0.1705,0.1328,0.1464,0.7241,0.1528,0.8194,0.1808,0.7742,0.177,0.7685,0.154,0.3223,0.5135,0.7792,0.1712,0.866,0.3181,0.2828,0.1727,0.4419,0.2324
2025-11-13,0.19010000000000002,0.4611769230769231,0.34547692307692307,0.1911076923076923,0.22080769230769232,0.1569,0.22814615384615383,0.1918,0.14064615384615384,0.15366923076923078,0.18565384615384614,0.15396923076923077,0.1499,0.16254615384615384,0.16423846153846153,0.17409230769230769,0.16185384615384615,0.1552076923076923,0.23290769230769232,0.16046153846153846,0.1933923076923077,0.1369846153846154,0.11962307692307692,0.16634615384615384,0.18132307692307692,0.18603076923076922,0.17563846153846155,0.17416923076923077,0.17527692307692308,0.1600230769230769,0.7105538461538462,0.18173846153846154,0.14936923076923078,0.17985384615384614,0.35678461538461537,0.1798846153846154,0.1257,0.14957692307692308,0.6579692307692308,0.1715307692307692,0.747376923076923,0.8284076923076923,0.3157,0.4894076923076923,0.13896153846153847,0.6313461538461539,0.19315384615384615,0.4786769230769231,0.17966153846153846,0.4276230769230769,0.20836153846153846,0.1613846153846154,0.13583076923076923,0.1552,0.2067153846153846,0.2351769230769231,0.16076153846153848,0.15369230769230768,0.1700076923076923,0.3896,0.2642,0.3047615384615385,0.17723846153846154,0.18404615384615383,0.0981,0.1564076923076923,0.17456153846153846,0.14635384615384614,0.1557769230769231,0.2412153846153846,0.2880384615384615,0.15691538461538462,0.17276923076923076,0.13545384615384615,0.15032307692307692,0.1086,0.2971307692307692,0.35983076923076923,0.2897461538461538,0.14476153846153847,0.13506153846153846,0.1743846153846154,0.18996153846153846,0.2918,0.3768923076923077,0.23193846153846154,0.23366153846153845,0.18499230769230768,0.16682307692307694,0.4298846153846154,0.1657923076923077,0.6915384615384615,0.1627846153846154,0.2593076923076923,0.14578461538461537,0.2797846153846154,0.3055538461538462,0.17486923076923078,0.3980461538461538,0.5031384615384615,0.7533307692307692,0.31353846153846154,0.13035384615384615,0.37472307692307694,0.4840923076923077,0.32646923076923073,0.12375,0.16173846153846155,0.13326153846153846,0.36662307692307694,0.1586846153846154,0.24022307692307693,0.16366923076923076,0.2262076923076923,0.1998923076923077,0.3226461538461538,0.6034615384615385,0.12131538461538462,0.30422307692307693,0.3467230769230769,0.5774230769230769,0.17097692307692308,0.7892307692307692,0.3307615384615385,0.27466153846153846,0.5189,0.1717,0.3368,0.33693076923076926,0.17404615384615385,0.21003076923076924,0.8396230769230769,0.8287615384615384,0.17857692307692308,0.14436153846153846,0.1596,0.7294076923076923,0.15986153846153844,0.8273846153846154,0.18675384615384616,0.7839153846153846,0.18212307692307692,0.7769461538461538,0.163,0.3015538461538461,0.4632384615384615,0.7858461538461539,0.1820923076923077,0.8744230769230769,0.3208923076923077,0.27123846153846154,0.17826153846153844,0.43410000000000004,0.24333846153846153
2025-11-18,0.1996,0.4806384615384615,0.36943846153846155,0.21695384615384616,0.24115384615384616,0.1754,0.23622307692307692,0.20479999999999998,0.16422307692307692,0.18328461538461538,0.21107692307692305,0.1685846153846154,0.16890000000000002,0.17762307692307694,0.17946923076923077,0.19974615384615385,0.17477692307692308,0.17905384615384615,0.24525384615384616,0.19273076923076923,0.21304615384615383,0.1577923076923077,0.14066153846153848,0.1834230769230769,0.20686153846153846,0.19691538461538463,0.20036923076923077,0.1962846153846154,0.19473846153846153,0.18006153846153847,0.7209769230769231,0.20696923076923077,0.17448461538461538,0.20527692307692308,0.3675923076923077,0.1996923076923077,0.31304999999999994,0.17203846153846153,0.6760846153846154,0.1964153846153846,0.7583384615384615,0.8357538461538461,0.3132,0.5022538461538462,0.15723076923076923,0.6519230769230769,0.20807692307692308,0.38513846153846154,0.20193076923076925,0.34466153846153846,0.22263076923076924,0.1821923076923077,0.15271538461538461,0.17320000000000002,0.23540769230769232,0.25463846153846154,0.18353076923076925,0.17634615384615385,0.18635384615384615,0.35309999999999997,0.2692,0.3100307692307692,0.1999692307692308,0.19962307692307693,0.263,0.17775384615384615,0.18933076923076922,0.16677692307692307,0.18073846153846154,0.26340769230769234,0.2852692307692308,0.1811076923076923,0.18988461538461537,0.15287692307692308,0.17236153846153845,0.20800000000000002,0.3945153846153846,0.4672153846153846,0.2963230769230769,0.16753076923076923,0.15733076923076925,0.1971923076923077,0.20973076923076925,0.2928,0.48754615384615385,0.24416923076923078,0.24343076923076923,0.20014615384615383,0.2148615384615385,0.5326923076923077,0.18644615384615384,0.7052692307692308,0.1815923076923077,0.2636538461538462,0.1585923076923077,0.2875923076923077,0.3149769230769231,0.19548461538461537,0.5111230769230769,0.6218692307692308,0.7672153846153846,0.2952692307692308,0.13727692307692307,0.5042615384615385,0.6147461538461538,0.33108461538461537,0.1135,0.17096923076923076,0.15253076923076925,0.47266153846153847,0.18549230769230768,0.24776153846153848,0.18178461538461538,0.21805384615384615,0.2825461538461539,0.4537230769230769,0.7002307692307692,0.1295076923076923,0.3092615384615385,0.47926153846153846,0.6634615384615385,0.18793846153846153,0.8041153846153846,0.34203076923076925,0.2934307692307692,0.62345,0.1907,0.4773,0.34681538461538464,0.19212307692307692,0.21291538461538462,0.8531615384615385,0.8460307692307693,0.19203846153846155,0.16363076923076925,0.1816,0.7382538461538461,0.17163076923076923,0.8406923076923077,0.19667692307692308,0.8001076923076923,0.19066153846153844,0.7910230769230769,0.178,0.26697692307692306,0.3794692307692308,0.796923076923077,0.20024615384615385,0.8884615384615384,0.3255461538461538,0.2519692307692308,0.18753076923076922,0.42110000000000003,0.2615692307692308
2025-11-20,0.2034,0.4884230769230769,0.37902307692307696,0.22729230769230768,0.2492923076923077,0.1828,0.23945384615384616,0.21,0.17365384615384616,0.19513076923076922,0.22124615384615384,0.17443076923076922,0.17650000000000002,0.18365384615384617,0.18556153846153847,0.21000769230769228,0.17994615384615384,0.1885923076923077,0.2501923076923077,0.20563846153846155,0.2209076923076923,0.1661153846153846,0.14907692307692308,0.19025384615384616,0.21707692307692308,0.20126923076923078,0.21026153846153844,0.20513076923076923,0.20252307692307692,0.18807692307692309,0.7251461538461539,0.21706153846153844,0.18453076923076922,0.21544615384615384,0.37191538461538465,0.20761538461538462,0.38798999999999995,0.18102307692307693,0.6833307692307693,0.20636923076923075,0.762723076923077,0.8386923076923076,0.3122,0.5073923076923077,0.16453846153846152,0.6601538461538461,0.21404615384615386,0.3477230769230769,0.21083846153846153,0.3114769230769231,0.22833846153846155,0.19051538461538464,0.15946923076923078,0.1804,0.24688461538461537,0.2624230769230769,0.19263846153846154,0.18540769230769233,0.1928923076923077,0.3385,0.2712,0.31213846153846153,0.20906153846153847,0.20585384615384617,0.32896,0.1862923076923077,0.19523846153846153,0.17494615384615386,0.1907230769230769,0.2722846153846154,0.28416153846153847,0.19078461538461539,0.1967307692307692,0.15984615384615386,0.18117692307692307,0.24776,0.4334692307692308,0.5101692307692307,0.2989538461538462,0.17663846153846152,0.16623846153846156,0.20631538461538462,0.21763846153846156,0.2932,0.5318076923076923,0.24906153846153847,0.24733846153846153,0.20620769230769231,0.2340769230769231,0.5738153846153846,0.1947076923076923,0.7107615384615384,0.1891153846153846,0.2653923076923077,0.16371538461538462,0.2907153846153846,0.31874615384615385,0.20373076923076922,0.5563538461538462,0.6693615384615385,0.7727692307692308,0.2879615384615385,0.14004615384615385,0.5560769230769231,0.6670076923076922,0.33293076923076925,0.14558000000000001,0.17466153846153845,0.16023846153846155,0.5150769230769231,0.19621538461538462,0.2507769230769231,0.18903076923076922,0.2147923076923077,0.31560769230769237,0.5061538461538462,0.7389384615384615,0.1327846153846154,0.3112769230769231,0.5322769230769231,0.6978769230769231,0.19472307692307692,0.8100692307692308,0.3465384615384615,0.30093846153846154,0.66527,0.1983,0.5335000000000001,0.3507692307692308,0.19935384615384616,0.21406923076923076,0.8585769230769231,0.8529384615384615,0.19742307692307692,0.17133846153846155,0.1904,0.7417923076923076,0.17633846153846156,0.8460153846153846,0.20064615384615386,0.8065846153846155,0.19407692307692306,0.7966538461538462,0.184,0.25314615384615385,0.34596153846153843,0.8013538461538462,0.2075076923076923,0.8940769230769231,0.3274076923076923,0.24426153846153845,0.19123846153846152,0.4159,0.2688615384615385
2025-11-23,0.2091,0.5001,0.3934,0.2428,0.2615,0.1939,0.2443,0.2178,0.1878,0.2129,0.2365,0.1832,0.1879,0.1927,0.1947,0.2254,0.1877,0.2029,0.2576,0.225,0.2327,0.1786,0.1617,0.2005,0.2324,0.2078,0.2251,0.2184,0.2142,0.2001,0.7314,0.2322,0.1996,0.2307,0.3784,0.2195,0.5004,0.1945,0.6942,0.2213,0.7693,0.8431,0.3107,0.5151,0.1755,0.6725,0.223,0.2916,0.2242,0.2617,0.2369,0.203,0.1696,0.1912,0.2641,0.2741,0.2063,0.199,0.2027,0.3166,0.2742,0.3153,0.2227,0.2152,0.4279,0.1991,0.2041,0.1872,0.2057,0.2856,0.2825,0.2053,0.207,0.1703,0.1944,0.3074,0.4919,0.5746,0.3029,0.1903,0.1796,0.22,0.2295,0.2938,0.5982,0.2564,0.2532,0.2153,0.2629,0.6355,0.2071,0.719,0.2004,0.268,0.1714,0.2954,0.3244,0.2161,0.6242,0.7406,0.7811,0.277,0.1442,0.6338,0.7454,0.3357,0.1937,0.1802,0.1718,0.5787,0.2123,0.2553,0.1999,0.2099,0.3652,0.5848,0.797,0.1377,0.3143,0.6118,0.7495,0.2049,0.819,0.3533,0.3122,0.728,0.2097,0.6178,0.3567,0.2102,0.2158,0.8667,0.8633,0.2055,0.1829,0.2036,0.7471,0.1834,0.854,0.2066,0.8163,0.1992,0.8051,0.193,0.2324,0.2957,0.808,0.2184,0.9025,0.3302,0.2327,0.1968,0.4081,0.2798
2025-11-28,0.1862,0.48,0.3731,0.2211,0.2239,0.1714,0.2226,0.1979,0.1677,0.1831,0.2104,0.163,0.1644,0.1758,0.1738,0.1965,0.1646,0.1963,0.2354,0.1879,0.1948,0.1592,0.1575,0.1836,0.193,0.184,0.202,0.1868,0.1843,0.1857,0.7421,0.2127,0.1734,0.2028,0.3533,0.2012,0.5365,0.1709,0.6908,0.1887,0.7626,0.845,0.2663,0.4963,0.1573,0.6729,0.193,0.2523,0.1885,0.2233,0.2095,0.1808,0.1538,0.1741,0.2336,0.2418,0.1808,0.1743,0.1875,0.2744,0.2357,0.2766,0.1933,0.1825,0.46,0.1729,0.1837,0.1684,0.1777,0.2512,0.2563,0.1712,0.1835,0.1533,0.1642,0.3183,0.486,0.5932,0.2593,0.1772,0.1698,0.192,0.1979,0.2632,0.6146,0.2312,0.2292,0.1953,0.2745,0.6586,0.1939,0.7088,0.1847,0.2471,0.1544,0.268,0.3044,0.1911,0.6488,0.767,0.7767,0.2417,0.1319,0.6703,0.775,0.3215,0.1767,0.1666,0.1719,0.5948,0.1982,0.2281,0.1856,0.1846,0.3822,0.6055,0.8255,0.1204,0.2731,0.6427,0.7828,0.1859,0.8166,0.3388,0.2813,0.7536,0.1787,0.6557,0.3453,0.1845,0.1954,0.8664,0.8671,0.1837,0.1539,0.2013,0.7417,0.167,0.855,0.1843,0.8145,0.1882,0.801,0.1745,0.2098,0.2498,0.8004,0.2002,0.9074,0.2962,0.2122,0.1791,0.3634,0.2529
2025-11-30,0.18422,0.4762,0.37207999999999997,0.22069999999999998,0.15442,0.16994,0.21867999999999999,0.19602,0.12362,0.11426000000000001,0.14744000000000002,0.12588,0.11279999999999998,-0.0266,0.18044000000000002,0.1261,0.16302,0.15538000000000002,0.22358,0.18496,0.13924,0.16202,0.16414,0.18252000000000002,0.20028,0.14304,0.21136000000000002,0.17972,0.17851999999999998,0.19224,0.73126,0.19866666666666666,0.16318,0.19033333333333335,0.2405,0.20006,0.53675,0.17266,0.67586,0.17928333333333335,0.7476833333333333,0.81218,0.2554666666666667,0.49101666666666666,0.15848,0.65868,0.18155,0.24381666666666668,0.0347,0.21725,0.20066666666666666,0.18281999999999998,0.14643333333333333,0.16926666666666668,0.22296666666666667,0.23891666666666667,0.16971666666666665,0.16423333333333334,0.1791,0.2505,0.2316,0.26663333333333333,0.18309999999999998,0.1747,0.4642,0.16458333333333333,0.18432,0.16474,0.16591666666666666,0.23984999999999998,0.24933999999999998,0.16296666666666665,0.18316,0.14664,0.15671666666666667,0.35446,0.47598,0.5871799999999999,0.25494,0.18001999999999999,0.17604,0.18408,0.20944,0.25786,0.6083200000000001,0.0725,0.22302,0.19002,0.27530000000000004,0.65396,0.18853999999999999,0.6910999999999999,0.1809,0.24328,0.15936,0.26448,0.29710000000000003,0.0922,0.64186,0.75638,0.7585999999999999,0.2336,0.13069999999999998,0.66372,0.7624,0.31612,0.17306,0.0252,0.20582,0.5955,0.23421999999999998,0.2235,0.18006,0.19366,0.4125,0.60234,0.81492,0.0095,0.26416,0.64234,0.77244,0.20344,0.79274,0.2116,0.2710666666666667,0.7623000000000001,0.18456666666666666,0.6581666666666666,-0.0054,0.18108333333333332,0.19833333333333333,0.8523499999999999,0.8547833333333333,0.1809,0.15638333333333335,0.20823333333333333,0.7276333333333334,0.17718333333333333,0.6851,0.19244999999999998,0.8019499999999999,-0.1902,0.7854833333333333,0.18198333333333333,0.20181666666666664,0.24514999999999998,0.7846666666666666,0.20615,0.89605,0.2879666666666667,0.20929999999999999,-0.0169,0.34853333333333336,0.24863333333333335
