,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154
2024-10-09,0.14679999999999999,0.6259333333333333,0.2602,0.3036,0.2652333333333333,0.22423333333333334,0.4124333333333333,0.1802666666666667,0.2083,0.21393333333333334,0.27225714285714286,0.17546666666666666,0.15016666666666667,0.22673333333333334,0.35833333333333334,0.2009,0.20483333333333334,0.3292666666666667,0.09843333333333332,0.5926,0.20193333333333333,0.1399,0.4597857142857143,0.4293666666666667,0.1433,0.7012666666666667,0.1551,0.1424,0.3036,0.28676666666666667,0.7413,0.5775571428571429,0.5791666666666666,0.5483,0.3669142857142857,0.17183333333333334,0.8001999999999999,0.2791666666666667,0.43496666666666667,0.16466666666666666,0.7207333333333333,0.7524,0.10976666666666667,0.7644571428571428,0.27,0.4654,0.5669333333333333,0.5808333333333333,0.6450666666666667,0.5221,0.1327,0.12376666666666668,0.17443333333333333,0.09396666666666667,0.19569999999999999,0.12443333333333333,0.5362,0.2156,0.21883333333333335,0.10623333333333332,0.5991142857142857,0.16101428571428572,0.19696666666666668,0.6685,0.8552666666666666,0.15916666666666668,0.25806666666666667,0.1627,0.14982857142857142,0.3258571428571429,0.12696666666666667,0.16896666666666665,0.1387142857142857,0.0862,0.6577999999999999,0.020059999999999998,0.5482333333333334,0.18796666666666667,0.4675,0.15836666666666666,0.20494285714285715,0.6674333333333333,0.33976666666666666,0.6283428571428571,0.21953333333333333,0.6074333333333334,0.3569,0.14705714285714286,0.8178333333333334,0.2316,0.1081,0.5974,0.5171428571428571,0.48150000000000004,0.3878666666666667,0.6092666666666666,0.5072666666666666,0.3043666666666667,0.1659,0.22263333333333332,0.6042333333333333,0.44393333333333335,0.34983333333333333,0.25645714285714283,0.44633333333333336,0.48073333333333335,0.17283333333333334,0.1382666666666667,0.773,0.05066000000000001,0.1749,0.4096333333333333,0.1633,0.3566428571428571,0.18463333333333334,0.19482,0.19526666666666667,0.11141428571428572,0.44356666666666666,0.16936666666666667,0.25207142857142856,0.1684,0.12234000000000002,0.1587285714285714,0.4920428571428571,0.03934000000000001,0.18433333333333335,0.4286333333333333,0.6777142857142857,0.23578,0.29046666666666665,0.5983,0.6727666666666666,0.11866666666666667,0.11163333333333333,0.5185,0.7782285714285714,0.27616666666666667,0.8450142857142857,0.13146666666666668,0.6133333333333333,0.2357142857142857,0.6327666666666667,0.2419666666666667,0.11946666666666667,0.44863333333333333,0.5737333333333333,0.2727,0.7957,0.4534333333333333,0.14533333333333331,0.7990285714285714,0.21546666666666667,0.42800000000000005
2024-10-14,0.12969999999999998,0.61445,0.25685,0.31779999999999997,0.275,0.19455,0.3623,0.18425,0.2011,0.22135,0.2949857142857143,0.17015,0.15235,0.19755,0.3846,0.19519999999999998,0.1891,0.2976,0.08145,0.54145,0.19540000000000002,0.14215,0.41462857142857146,0.47340000000000004,0.1328,0.5932,0.1497,0.1309,0.26125,0.32299999999999995,0.7219,0.5222857142857144,0.5204,0.4779,0.37067142857142854,0.16615000000000002,0.78775,0.32104999999999995,0.45309999999999995,0.15825,0.7136,0.7061999999999999,0.10475000000000001,0.7517857142857143,0.30995,0.49429999999999996,0.48415,0.5081,0.6042,0.45294999999999996,0.13190000000000002,0.1155,0.17049999999999998,0.07819999999999999,0.19295,0.11729999999999999,0.52435,0.21455000000000002,0.23110000000000003,0.09215,0.5682714285714286,0.17027142857142857,0.17725,0.55765,0.84085,0.14300000000000002,0.2303,0.1472,0.16324285714285713,0.3542857142857143,0.1272,0.1633,0.14647142857142856,0.06745000000000001,0.5351,0.04112,0.4688,0.1617,0.42065,0.157,0.24961428571428573,0.5467,0.3304,0.5895142857142857,0.20789999999999997,0.57195,0.34465,0.15228571428571427,0.8111,0.21534999999999999,0.09135,0.62865,0.4693142857142857,0.4446,0.3679,0.57065,0.4276,0.32275,0.14935,0.21585,0.6335999999999999,0.37325,0.28375,0.2522857142857143,0.397,0.39039999999999997,0.1647,0.09745000000000001,0.73775,0.11232000000000002,0.1421,0.3493,0.148,0.3418142857142857,0.2007,0.18519,0.2084,0.11507142857142857,0.37505,0.14835,0.26625714285714286,0.16425,0.24108000000000002,0.16434285714285712,0.4619142857142857,0.08228,0.16765,0.3656,0.6672714285714285,0.20396,0.27444999999999997,0.6208,0.6836,0.11565,0.0887,0.4659,0.7755428571428571,0.27795000000000003,0.8426714285714286,0.126,0.62865,0.23677142857142858,0.662,0.23175,0.1075,0.39475,0.57405,0.30295,0.7750499999999999,0.3937,0.132,0.7953428571428571,0.18745,0.3573
2024-10-19,0.11259999999999999,0.6029666666666667,0.2535,0.332,0.28476666666666667,0.16486666666666666,0.31216666666666665,0.18823333333333334,0.1939,0.22876666666666667,0.3177142857142857,0.16483333333333333,0.15453333333333336,0.16836666666666666,0.41086666666666666,0.1895,0.17336666666666667,0.26593333333333335,0.06446666666666666,0.49029999999999996,0.18886666666666668,0.1444,0.36947142857142856,0.5174333333333334,0.12229999999999999,0.4851333333333333,0.1443,0.11939999999999999,0.21889999999999998,0.3592333333333333,0.7025,0.4670142857142857,0.46163333333333334,0.40750000000000003,0.37442857142857144,0.16046666666666667,0.7753,0.36293333333333333,0.4712333333333333,0.15183333333333335,0.7064666666666667,0.6599999999999999,0.09973333333333334,0.7391142857142856,0.3499,0.5232,0.40136666666666665,0.4353666666666666,0.5633333333333332,0.3838,0.1311,0.10723333333333335,0.16656666666666667,0.06243333333333333,0.1902,0.11016666666666666,0.5125,0.2135,0.24336666666666668,0.07806666666666666,0.5374285714285715,0.17952857142857143,0.15753333333333333,0.44680000000000003,0.8264333333333334,0.12683333333333335,0.20253333333333334,0.13169999999999998,0.17665714285714285,0.38271428571428573,0.12743333333333334,0.15763333333333335,0.15422857142857144,0.04870000000000001,0.4124,0.06218,0.3893666666666667,0.13543333333333335,0.3738,0.15563333333333335,0.2942857142857143,0.42596666666666666,0.32103333333333334,0.5506857142857142,0.19626666666666664,0.5364666666666666,0.33240000000000003,0.15751428571428572,0.8043666666666667,0.1991,0.0746,0.6599,0.4214857142857143,0.4077,0.3479333333333333,0.5320333333333334,0.34793333333333337,0.34113333333333334,0.1328,0.20906666666666668,0.6629666666666667,0.30256666666666665,0.21766666666666667,0.2481142857142857,0.3476666666666667,0.30006666666666665,0.15656666666666666,0.05663333333333337,0.7025,0.17398,0.10930000000000001,0.28896666666666665,0.13269999999999998,0.32698571428571427,0.21676666666666666,0.17556,0.22153333333333333,0.11872857142857143,0.30653333333333327,0.12733333333333335,0.28044285714285716,0.1601,0.35982,0.16995714285714286,0.4317857142857143,0.12522,0.15096666666666667,0.30256666666666665,0.6568285714285714,0.17214000000000002,0.25843333333333335,0.6433,0.6944333333333333,0.11263333333333334,0.06576666666666668,0.4133,0.7728571428571429,0.27973333333333333,0.8403285714285714,0.12053333333333334,0.6439666666666667,0.23782857142857142,0.6912333333333334,0.22153333333333333,0.09553333333333333,0.34086666666666665,0.5743666666666667,0.3332,0.7544,0.33396666666666663,0.11866666666666667,0.7916571428571428,0.15943333333333332,0.2866
2024-10-24,0.0955,0.5914833333333332,0.25015,0.3462,0.29453333333333337,0.13518333333333332,0.26203333333333334,0.19221666666666667,0.18669999999999998,0.23618333333333336,0.34044285714285716,0.15951666666666667,0.15671666666666667,0.1391833333333333,0.4371333333333333,0.18380000000000002,0.15763333333333335,0.23426666666666668,0.04748333333333332,0.43915,0.18233333333333335,0.14665,0.32431428571428567,0.5614666666666667,0.11180000000000001,0.37706666666666666,0.1389,0.1079,0.17654999999999998,0.39546666666666663,0.6830999999999999,0.41174285714285713,0.40286666666666665,0.3371,0.3781857142857143,0.15478333333333333,0.7628499999999999,0.4048166666666666,0.4893666666666666,0.14541666666666667,0.6993333333333334,0.6138,0.09471666666666667,0.7264428571428571,0.38985000000000003,0.5520999999999999,0.3185833333333334,0.3626333333333333,0.5224666666666666,0.31465,0.1303,0.09896666666666668,0.16263333333333335,0.04666666666666666,0.18745,0.10303333333333334,0.50065,0.21245,0.2556333333333334,0.06398333333333334,0.5065857142857143,0.18878571428571428,0.13781666666666667,0.33594999999999997,0.8120166666666666,0.11066666666666666,0.17476666666666665,0.11620000000000001,0.19007142857142856,0.41114285714285714,0.12766666666666668,0.15196666666666667,0.1619857142857143,0.029950000000000004,0.28970000000000007,0.08324,0.3099333333333334,0.10916666666666666,0.32695,0.15426666666666666,0.3389571428571429,0.30523333333333336,0.31166666666666665,0.5118571428571428,0.18463333333333332,0.5009833333333333,0.32015,0.16274285714285713,0.7976333333333334,0.18285,0.05785,0.69115,0.3736571428571429,0.3708,0.32796666666666663,0.4934166666666666,0.26826666666666665,0.3595166666666667,0.11624999999999999,0.20228333333333334,0.6923333333333334,0.23188333333333333,0.15158333333333335,0.24394285714285713,0.29833333333333334,0.20973333333333327,0.14843333333333333,0.015816666666666673,0.66725,0.23564000000000002,0.07650000000000001,0.22863333333333336,0.11739999999999999,0.3121571428571428,0.23283333333333334,0.16593,0.23466666666666666,0.12238571428571429,0.23801666666666665,0.10631666666666667,0.29462857142857146,0.15594999999999998,0.47856000000000004,0.17557142857142857,0.4016571428571428,0.16816000000000003,0.1342833333333333,0.23953333333333332,0.6463857142857142,0.14031999999999994,0.24241666666666667,0.6658000000000001,0.7052666666666666,0.10961666666666667,0.042833333333333334,0.36069999999999997,0.7701714285714286,0.28151666666666664,0.8379857142857143,0.11506666666666668,0.6592833333333333,0.23888571428571428,0.7204666666666667,0.21131666666666665,0.08356666666666666,0.2869833333333333,0.5746833333333333,0.36345,0.7337499999999999,0.27423333333333333,0.10533333333333332,0.7879714285714285,0.13141666666666665,0.21589999999999998
2024-10-29,0.0784,0.58,0.2468,0.3604,0.3043,0.1055,0.2119,0.1962,0.1795,0.2436,0.3631714285714286,0.1542,0.1589,0.11,0.4634,0.1781,0.1419,0.2026,0.0305,0.388,0.1758,0.1489,0.2791571428571429,0.6055,0.1013,0.269,0.1335,0.0964,0.1342,0.4317,0.6637,0.3564714285714286,0.3441,0.2667,0.38194285714285714,0.1491,0.7504,0.4467,0.5075,0.139,0.6922,0.5676,0.0897,0.7137714285714285,0.4298,0.581,0.2358,0.2899,0.4816,0.2455,0.1295,0.0907,0.1587,0.0309,0.1847,0.0959,0.4888,0.2114,0.2679,0.0499,0.47574285714285713,0.19804285714285716,0.1181,0.2251,0.7976,0.0945,0.147,0.1007,0.20348571428571427,0.4395714285714286,0.1279,0.1463,0.16974285714285714,0.0112,0.167,0.1043,0.2305,0.0829,0.2801,0.1529,0.38362857142857143,0.1845,0.3023,0.47302857142857135,0.173,0.4655,0.3079,0.16797142857142858,0.7909,0.1666,0.0411,0.7224,0.3258285714285714,0.3339,0.308,0.4548,0.1886,0.3779,0.0997,0.1955,0.7217,0.1612,0.0855,0.23977142857142858,0.249,0.1194,0.1403,-0.025,0.632,0.2973,0.0437,0.1683,0.1021,0.2973285714285714,0.2489,0.1563,0.2478,0.12604285714285715,0.1695,0.0853,0.3088142857142857,0.1518,0.5973,0.18118571428571428,0.37152857142857143,0.2111,0.1176,0.1765,0.6359428571428571,0.1085,0.2264,0.6883,0.7161,0.1066,0.0199,0.3081,0.7674857142857143,0.2833,0.8356428571428571,0.1096,0.6746,0.23994285714285712,0.7497,0.2011,0.0716,0.2331,0.575,0.3937,0.7131,0.2145,0.092,0.7842857142857143,0.1034,0.1452
2024-11-03,0.1788,0.6828,0.2992,0.4526,0.3063,0.1709,0.2887,0.2402,0.1943,0.3067,0.3859,0.168,0.1572,0.2852,0.5157,0.2173,0.1907,0.228,0.1848,0.3905,0.251,0.1355,0.234,0.6868,0.1792,0.3158,0.1864,0.1611,0.1698,0.3923,0.763,0.3012,0.2585,0.2917,0.3857,0.2605,0.8563,0.51,0.6147,0.1891,0.8135,0.7691,0.1745,0.7011,0.4425,0.6094,0.2753,0.3263,0.3318,0.2979,0.2174,0.1898,0.3672,0.2486,0.2316,0.1768,0.2721,0.3002,0.3948,0.2292,0.4449,0.2073,0.1853,0.3203,0.8405,0.1656,0.2465,0.1692,0.2169,0.468,0.1862,0.2144,0.1775,0.1652,0.1611,0.1501,0.3256,0.2008,0.3802,0.1991,0.4283,0.2185,0.3889,0.4342,0.2333,0.3918,0.3886,0.1732,0.8405,0.2761,0.215,0.8425,0.278,0.297,0.32,0.4922,0.2741,0.2399,0.2135,0.2986,0.8253,0.2386,0.2747,0.2356,0.2514,0.2896,0.2505,0.2214,0.8327,0.3901,0.1904,0.3156,0.2189,0.2825,0.4216,0.2669,0.2453,0.1297,0.4038,0.2205,0.323,0.3153,0.8299,0.1868,0.3414,0.2675,0.1883,0.3115,0.6255,0.2468,0.3686,0.8486,0.8334,0.2632,0.2061,0.314,0.7648,0.3073,0.8333,0.2368,0.7886,0.241,0.8124,0.347,0.1886,0.373,0.8207,0.2615,0.8554,0.334,0.242,0.7806,0.3418,0.2761
2024-11-08,0.19285,0.70775,0.33035000000000003,0.37195,0.3368,0.1849,0.29575,0.2566,0.21100000000000002,0.30989999999999995,0.41235,0.1608,0.1726,0.2583,0.5366500000000001,0.2249,0.19735,0.2052,0.18059999999999998,0.32220000000000004,0.23945,0.14935,0.23755,0.6034999999999999,0.18275,0.3307,0.2102,0.175,0.1903,0.30605,0.77725,0.31755,0.26305,0.30315000000000003,0.39235,0.307,0.87175,0.5460499999999999,0.6312500000000001,0.22139999999999999,0.8231999999999999,0.77545,0.1925,0.728,0.46304999999999996,0.6601,0.2799,0.3306,0.32825,0.30505,0.22615000000000002,0.20174999999999998,0.38375000000000004,0.2082,0.2539,0.18615,0.26455,0.3105,0.4144,0.19899999999999998,0.36605,0.21960000000000002,0.20129999999999998,0.32889999999999997,0.8489,0.1804,0.25315,0.17099999999999999,0.20165,0.4748,0.2087,0.2243,0.18864999999999998,0.17335,0.1661,0.1609,0.3281,0.22345,0.38925,0.19085000000000002,0.50005,0.216,0.38725,0.41255,0.2429,0.35419999999999996,0.3081,0.19045,0.8495,0.2892,0.20865,0.8533,0.2837,0.3062,0.25465,0.45635000000000003,0.29075,0.2485,0.22549999999999998,0.31445,0.8384,0.25,0.2855,0.25445,0.2583,0.30735,0.2576,0.21555000000000002,0.8384499999999999,0.3915,0.2057,0.3307,0.22985,0.28695,0.4905,0.28475,0.2595,0.13465,0.34405,0.20485,0.28525,0.2634,0.84485,0.1797,0.34614999999999996,0.3024,0.18255,0.32275,0.6435,0.22169999999999998,0.33814999999999995,0.8649,0.8538,0.23165,0.1903,0.3236,0.7783500000000001,0.32015000000000005,0.8527,0.25565000000000004,0.80145,0.25225,0.8271,0.3517,0.19165,0.3403,0.83565,0.2599,0.871,0.31475,0.22615,0.78565,0.3363,0.28900000000000003
2024-11-13,0.2069,0.7327,0.3615,0.2913,0.3673,0.1989,0.3028,0.273,0.2277,0.3131,0.4388,0.1536,0.188,0.2314,0.5576,0.2325,0.204,0.1824,0.1764,0.2539,0.2279,0.1632,0.2411,0.5202,0.1863,0.3456,0.234,0.1889,0.2108,0.2198,0.7915,0.3339,0.2676,0.3146,0.399,0.3535,0.8872,0.5821,0.6478,0.2537,0.8329,0.7818,0.2105,0.7549,0.4836,0.7108,0.2845,0.3349,0.3247,0.3122,0.2349,0.2137,0.4003,0.1678,0.2762,0.1955,0.257,0.3208,0.434,0.1688,0.2872,0.2319,0.2173,0.3375,0.8573,0.1952,0.2598,0.1728,0.1864,0.4816,0.2312,0.2342,0.1998,0.1815,0.1711,0.1717,0.3306,0.2461,0.3983,0.1826,0.5718,0.2135,0.3856,0.3909,0.2525,0.3166,0.2276,0.2077,0.8585,0.3023,0.2023,0.8641,0.2894,0.3154,0.1893,0.4205,0.3074,0.2571,0.2375,0.3303,0.8515,0.2614,0.2963,0.2733,0.2652,0.3251,0.2647,0.2097,0.8442,0.3929,0.221,0.3458,0.2408,0.2914,0.5594,0.3026,0.2737,0.1396,0.2843,0.1892,0.2475,0.2115,0.8598,0.1726,0.3509,0.3373,0.1768,0.334,0.6615,0.1966,0.3077,0.8812,0.8742,0.2001,0.1745,0.3332,0.7919,0.333,0.8721,0.2745,0.8143,0.2635,0.8418,0.3564,0.1947,0.3076,0.8506,0.2583,0.8866,0.2955,0.2103,0.7907,0.3308,0.3019
2024-11-18,0.21425,0.70645,0.37170000000000003,0.2858,0.32765,0.19945000000000002,0.29664999999999997,0.27880000000000005,0.2257,0.29335,0.3597,0.16599999999999998,0.1834,0.2272,0.4659,0.23655,0.21195,0.18035,0.1888,0.2619,0.23504999999999998,0.1708,0.2617,0.513,0.1946,0.32135,0.22360000000000002,0.19125,0.24639999999999998,0.23045,0.8048500000000001,0.3204,0.2697,0.32465,0.40080000000000005,0.37655,0.8769,0.5865,0.6291500000000001,0.28859999999999997,0.80155,0.7506,0.21875,0.7269,0.3377,0.68845,0.28485,0.32775,0.3174,0.3066,0.23504999999999998,0.21125,0.28955,0.18675,0.2585,0.2002,0.26644999999999996,0.26389999999999997,0.3228,0.19085000000000002,0.2964,0.23825000000000002,0.25439999999999996,0.33625000000000005,0.81885,0.22065,0.23954999999999999,0.196,0.19595,0.40464999999999995,0.26385,0.2365,0.21725,0.19415,0.1931,0.1754,0.29645,0.21885000000000002,0.373,0.19745000000000001,0.5882000000000001,0.2353,0.32275,0.36505,0.2472,0.3123,0.22970000000000002,0.2623,0.81735,0.2654,0.2023,0.8331,0.2875,0.3107,0.20265,0.3807,0.31484999999999996,0.25825,0.23275,0.30820000000000003,0.81635,0.27205,0.29585,0.2779,0.27635,0.3264,0.22725,0.22115,0.79985,0.3803,0.23570000000000002,0.32775,0.24935000000000002,0.32155,0.5944499999999999,0.29274999999999995,0.2561,0.1619,0.2767,0.20224999999999999,0.26744999999999997,0.2306,0.82355,0.19485,0.38039999999999996,0.35635,0.19485000000000002,0.3308,0.6501,0.20455,0.28395,0.8559,0.8495999999999999,0.2089,0.18825,0.3284,0.766,0.32535000000000003,0.8504499999999999,0.28575,0.7886500000000001,0.2375,0.8108500000000001,0.34665,0.17535,0.30084999999999995,0.819,0.27015,0.86455,0.29464999999999997,0.21625,0.77075,0.26815,0.3042
2024-11-23,0.2216,0.6802,0.3819,0.2803,0.288,0.2,0.2905,0.2846,0.2237,0.2736,0.2806,0.1784,0.1788,0.223,0.3742,0.2406,0.2199,0.1783,0.2012,0.2699,0.2422,0.1784,0.2823,0.5058,0.2029,0.2971,0.2132,0.1936,0.282,0.2411,0.8182,0.3069,0.2718,0.3347,0.4026,0.3996,0.8666,0.5909,0.6105,0.3235,0.7702,0.7194,0.227,0.6989,0.1918,0.6661,0.2852,0.3206,0.3101,0.301,0.2352,0.2088,0.1788,0.2057,0.2408,0.2049,0.2759,0.207,0.2116,0.2129,0.3056,0.2446,0.2915,0.335,0.7804,0.2461,0.2193,0.2192,0.2055,0.3277,0.2965,0.2388,0.2347,0.2068,0.2151,0.1791,0.2623,0.1916,0.3477,0.2123,0.6046,0.2571,0.2599,0.3392,0.2419,0.308,0.2318,0.3169,0.7762,0.2285,0.2023,0.8021,0.2856,0.306,0.216,0.3409,0.3223,0.2594,0.228,0.2861,0.7812,0.2827,0.2954,0.2825,0.2875,0.3277,0.1898,0.2326,0.7555,0.3677,0.2504,0.3097,0.2579,0.3517,0.6295,0.2829,0.2385,0.1842,0.2691,0.2153,0.2874,0.2497,0.7873,0.2171,0.4099,0.3754,0.2129,0.3276,0.6387,0.2125,0.2602,0.8306,0.825,0.2177,0.202,0.3236,0.7401,0.3177,0.8288,0.297,0.763,0.2115,0.7799,0.3369,0.156,0.2941,0.7874,0.282,0.8425,0.2938,0.2222,0.7508,0.2055,0.3065
2024-11-28,0.1997,0.582125,0.3608,0.2472,0.24122499999999997,0.17825000000000002,0.25615,0.24995,0.19475,0.23035,0.24515,0.15637500000000001,0.1485,0.1968,0.306525,0.24906666666666666,0.20285,0.16544999999999999,0.17604999999999998,0.243025,0.23020000000000002,0.16045,0.25245,0.436775,0.17099999999999999,0.25065,0.18195,0.162775,0.25305,0.224075,0.7861,0.306025,0.255125,0.33266666666666667,0.3902,0.40390000000000004,0.773625,0.474925,0.575975,0.330325,0.736775,0.6813,0.198325,0.65755,0.1714,0.604,0.27525,0.3096,0.29985,0.288025,0.2372,0.1925,0.166375,0.183875,0.2892571428571428,0.20787,0.26065,0.2122,0.2003,0.18865,0.28225,0.24174285714285715,0.30693333333333334,0.31217500000000004,0.683675,0.2783,0.187575,0.20825,0.19896666666666665,0.324025,0.29983333333333334,0.23622500000000002,0.25115,0.179925,0.2122666666666667,0.152425,0.24284999999999998,0.1868,0.32430000000000003,0.215575,0.6046,0.24905,0.2621,0.326525,0.22255,0.282675,0.23316666666666666,0.321275,0.681675,0.1952,0.19187500000000002,0.73495,0.27554285714285714,0.30456666666666665,0.191,0.3122,0.282425,0.2756,0.20765,0.33737500000000004,0.7339249999999999,0.2671,0.29315,0.31245,0.27135,0.34095,0.14845,0.219375,0.67785,0.3426,0.23861428571428572,0.28822499999999995,0.2391,0.3218666666666667,0.6034499999999999,0.26539999999999997,0.238825,0.161925,0.1957,0.21872999999999998,0.296575,0.249025,0.7495,0.20565,0.40468,0.418875,0.2054857142857143,0.313425,0.6278750000000001,0.20718571428571428,0.244225,0.796475,0.795825,0.19742500000000002,0.23917500000000003,0.307825,0.712425,0.297925,0.803225,0.28025,0.72755,0.1978,0.743325,0.31124999999999997,0.1797,0.28112499999999996,0.749725,0.27207499999999996,0.49895,0.27925,0.23125,0.73575,0.181225,0.2969
2024-12-03,0.1778,0.48405,0.3397,0.2141,0.19444999999999998,0.1565,0.2218,0.2153,0.1658,0.1871,0.2097,0.13435,0.11819999999999999,0.1706,0.23884999999999998,0.25753333333333334,0.18580000000000002,0.15259999999999999,0.15089999999999998,0.21614999999999998,0.2182,0.14250000000000002,0.2226,0.36775,0.1391,0.2042,0.1507,0.13195,0.22409999999999997,0.20705,0.754,0.30515000000000003,0.23845,0.33063333333333333,0.3778,0.4082,0.68065,0.35895,0.54145,0.33715,0.7033499999999999,0.6432,0.16965000000000002,0.6162,0.151,0.5419,0.2653,0.2986,0.28959999999999997,0.27505,0.2392,0.17620000000000002,0.15394999999999998,0.16205,0.3377142857142857,0.21084,0.2454,0.21739999999999998,0.189,0.1644,0.2589,0.23888571428571428,0.32236666666666663,0.28935,0.58695,0.3105,0.15585,0.1973,0.19243333333333332,0.32035,0.30316666666666664,0.23365000000000002,0.2676,0.15305000000000002,0.20943333333333333,0.12575000000000003,0.2234,0.182,0.3009,0.21885,0.6046,0.241,0.2643,0.31384999999999996,0.2032,0.25735,0.23453333333333334,0.32565,0.5871500000000001,0.1619,0.18145,0.6678,0.2654857142857143,0.3031333333333333,0.166,0.2835,0.24255,0.2918,0.18730000000000002,0.38865000000000005,0.68665,0.2515,0.2909,0.3424,0.2552,0.35419999999999996,0.1071,0.20615,0.6002,0.3175,0.22682857142857143,0.26675,0.2203,0.29203333333333337,0.5773999999999999,0.24789999999999998,0.23915,0.13965,0.1223,0.22216,0.30574999999999997,0.24835000000000002,0.7117,0.19419999999999998,0.39946,0.46235000000000004,0.19807142857142856,0.29925,0.6170500000000001,0.20187142857142856,0.22825,0.7623500000000001,0.76665,0.17715,0.27635,0.29205000000000003,0.68475,0.27815,0.77765,0.2635,0.6920999999999999,0.1841,0.70675,0.28559999999999997,0.20340000000000003,0.26815,0.7120500000000001,0.26215,0.1554,0.2647,0.2403,0.7207,0.15694999999999998,0.2873
2024-12-08,0.15589999999999998,0.38597499999999996,0.3186,0.181,0.147675,0.13475,0.18745,0.18064999999999998,0.13685,0.14385,0.17425000000000002,0.11232500000000001,0.08789999999999999,0.1444,0.17117499999999997,0.266,0.16875,0.13975,0.12575,0.18927499999999997,0.2062,0.12455000000000001,0.19274999999999998,0.298725,0.1072,0.15775,0.11945,0.10112499999999999,0.19515,0.190025,0.7219,0.304275,0.221775,0.3286,0.3654,0.4125,0.587675,0.242975,0.506925,0.34397500000000003,0.669925,0.6051,0.14097500000000002,0.57485,0.1306,0.4798,0.25535,0.2876,0.27935,0.262075,0.2412,0.15990000000000001,0.14152499999999998,0.140225,0.3861714285714285,0.21381,0.23015,0.2226,0.1777,0.14015,0.23554999999999998,0.23602857142857142,0.3378,0.266525,0.490225,0.3427,0.12412499999999999,0.18635000000000002,0.1859,0.316675,0.3065,0.231075,0.28404999999999997,0.12617499999999998,0.2066,0.09907500000000001,0.20395,0.1772,0.27749999999999997,0.222125,0.6046,0.23295,0.2665,0.30117499999999997,0.18385,0.23202499999999998,0.2359,0.330025,0.492625,0.1286,0.17102499999999998,0.60065,0.25542857142857145,0.30169999999999997,0.14100000000000001,0.2548,0.202675,0.308,0.16695,0.439925,0.639375,0.2359,0.28864999999999996,0.37234999999999996,0.23904999999999998,0.36745,0.10575000000000001,0.192925,0.5225500000000001,0.2924,0.21504285714285715,0.245275,0.2015,0.2622,0.55135,0.2304,0.239475,0.11737500000000001,0.16235,0.22558999999999998,0.314925,0.247675,0.6739,0.18275,0.39424,0.505825,0.19065714285714286,0.28507499999999997,0.606225,0.19655714285714287,0.212275,0.728225,0.737475,0.156875,0.31352500000000005,0.276275,0.657075,0.258375,0.752075,0.24675,0.65665,0.1704,0.6701750000000001,0.25995,0.22710000000000002,0.255175,0.6743750000000001,0.252225,0.44855,0.25015,0.24935000000000002,0.70565,0.132675,0.2777
2024-12-13,0.134,0.2879,0.2975,0.1479,0.1009,0.113,0.1531,0.146,0.1079,0.1006,0.1388,0.0903,0.0576,0.1182,0.1035,0.27446666666666664,0.1517,0.1269,0.1006,0.1624,0.1942,0.1066,0.1629,0.2297,0.0753,0.1113,0.0882,0.0703,0.1662,0.173,0.6898,0.3034,0.2051,0.32656666666666667,0.353,0.4168,0.4947,0.127,0.4724,0.3508,0.6365,0.567,0.1123,0.5335,0.1102,0.4177,0.2454,0.2766,0.2691,0.2491,0.2432,0.1436,0.1291,0.1184,0.43462857142857136,0.21678,0.2149,0.2278,0.1664,0.1159,0.2122,0.23317142857142859,0.35323333333333334,0.2437,0.3935,0.3749,0.0924,0.1754,0.17936666666666667,0.313,0.30983333333333335,0.2285,0.3005,0.0993,0.20376666666666668,0.0724,0.1845,0.1724,0.2541,0.2254,0.6046,0.22490000000000002,0.2687,0.2885,0.1645,0.2067,0.23726666666666665,0.3344,0.3981,0.0953,0.1606,0.5335,0.24537142857142857,0.3002666666666667,0.116,0.2261,0.1628,0.3242,0.1466,0.4912,0.5921,0.2203,0.2864,0.4023,0.2229,0.3807,0.1044,0.1797,0.4449,0.2673,0.20325714285714286,0.2238,0.1827,0.23236666666666667,0.5253,0.21289999999999998,0.2398,0.0951,0.2024,0.22902,0.3241,0.247,0.6361,0.1713,0.38902,0.5493,0.18324285714285715,0.2709,0.5954,0.19124285714285716,0.1963,0.6941,0.7083,0.1366,0.3507,0.2605,0.6294,0.2386,0.7265,0.23,0.6212,0.1567,0.6336,0.2343,0.2508,0.2422,0.6367,0.2423,0.7417,0.2356,0.2584,0.6906,0.1084,0.2681
